Group	Tools	Tools_Values
percent0.15	FiveTools_Intersect	23
percent0.15	FiveTools_Intersect	17
percent0.15	FiveTools_Intersect	21
percent0.15	FiveTools_Intersect	18
percent0.15	FiveTools_Intersect	12
percent0.15	FiveTools_Intersect	19
percent0.15	FiveTools_Intersect	19
percent0.15	FiveTools_Intersect	19
percent0.15	FiveTools_Intersect	21
percent0.15	FiveTools_Intersect	20
percent0.15	FiveTools_Intersect	14
percent0.15	FiveTools_Intersect	19
percent0.15	FiveTools_Intersect	19
percent0.15	FiveTools_Intersect	19
percent0.15	FiveTools_Intersect	21
percent0.15	FiveTools_Intersect	22
percent0.15	FiveTools_Intersect	26
percent0.15	FiveTools_Intersect	20
percent0.15	FiveTools_Intersect	14
percent0.15	FiveTools_Intersect	13
percent0.15	FiveTools_Intersect	21
percent0.15	FiveTools_Intersect	26
percent0.15	FiveTools_Intersect	14
percent0.15	FiveTools_Intersect	19
percent0.15	FiveTools_Intersect	23
percent0.15	FiveTools_Intersect	24
percent0.15	FiveTools_Intersect	14
percent0.15	FiveTools_Intersect	30
percent0.15	FiveTools_Intersect	15
percent0.15	FiveTools_Intersect	18
percent0.15	FiveTools_Intersect	19
percent0.15	FiveTools_Intersect	18
percent0.15	FiveTools_Intersect	19
percent0.15	FiveTools_Intersect	17
percent0.15	FiveTools_Intersect	21
percent0.15	FiveTools_Intersect	17
percent0.15	FiveTools_Intersect	18
percent0.15	FiveTools_Intersect	24
percent0.15	FiveTools_Intersect	19
percent0.15	FiveTools_Intersect	16
percent0.15	FiveTools_Intersect	25
percent0.15	FiveTools_Intersect	21
percent0.15	FiveTools_Intersect	15
percent0.15	FiveTools_Intersect	17
percent0.15	FiveTools_Intersect	15
percent0.15	FiveTools_Intersect	24
percent0.15	FiveTools_Intersect	18
percent0.15	FiveTools_Intersect	18
percent0.15	FiveTools_Intersect	17
percent0.15	FiveTools_Intersect	19
percent0.15	FiveTools_Intersect	16
percent0.15	FiveTools_Intersect	17
percent0.25	FiveTools_Intersect	25
percent0.25	FiveTools_Intersect	25
percent0.25	FiveTools_Intersect	32
percent0.25	FiveTools_Intersect	30
percent0.25	FiveTools_Intersect	42
percent0.25	FiveTools_Intersect	40
percent0.25	FiveTools_Intersect	30
percent0.25	FiveTools_Intersect	28
percent0.25	FiveTools_Intersect	27
percent0.25	FiveTools_Intersect	26
percent0.25	FiveTools_Intersect	31
percent0.25	FiveTools_Intersect	37
percent0.25	FiveTools_Intersect	22
percent0.25	FiveTools_Intersect	35
percent0.25	FiveTools_Intersect	29
percent0.25	FiveTools_Intersect	35
percent0.25	FiveTools_Intersect	33
percent0.25	FiveTools_Intersect	31
percent0.25	FiveTools_Intersect	37
percent0.25	FiveTools_Intersect	32
percent0.25	FiveTools_Intersect	30
percent0.25	FiveTools_Intersect	33
percent0.25	FiveTools_Intersect	30
percent0.25	FiveTools_Intersect	37
percent0.25	FiveTools_Intersect	23
percent0.25	FiveTools_Intersect	30
percent0.25	FiveTools_Intersect	30
percent0.25	FiveTools_Intersect	30
percent0.25	FiveTools_Intersect	37
percent0.25	FiveTools_Intersect	25
percent0.25	FiveTools_Intersect	32
percent0.25	FiveTools_Intersect	32
percent0.25	FiveTools_Intersect	34
percent0.25	FiveTools_Intersect	31
percent0.25	FiveTools_Intersect	28
percent0.25	FiveTools_Intersect	31
percent0.25	FiveTools_Intersect	34
percent0.25	FiveTools_Intersect	39
percent0.25	FiveTools_Intersect	28
percent0.25	FiveTools_Intersect	28
percent0.25	FiveTools_Intersect	36
percent0.25	FiveTools_Intersect	30
percent0.25	FiveTools_Intersect	43
percent0.25	FiveTools_Intersect	36
percent0.25	FiveTools_Intersect	32
percent0.25	FiveTools_Intersect	27
percent0.25	FiveTools_Intersect	29
percent0.25	FiveTools_Intersect	27
percent0.25	FiveTools_Intersect	29
percent0.25	FiveTools_Intersect	23
percent0.25	FiveTools_Intersect	32
percent0.25	FiveTools_Intersect	33
percent0.25	FiveTools_Intersect	28
percent0.25	FiveTools_Intersect	31
percent0.25	FiveTools_Intersect	28
percent0.25	FiveTools_Intersect	33
percent0.25	FiveTools_Intersect	29
percent0.25	FiveTools_Intersect	31
percent0.25	FiveTools_Intersect	35
percent0.25	FiveTools_Intersect	31
percent0.25	FiveTools_Intersect	28
percent0.25	FiveTools_Intersect	34
percent0.25	FiveTools_Intersect	31
percent0.25	FiveTools_Intersect	37
percent0.25	FiveTools_Intersect	39
percent0.25	FiveTools_Intersect	27
percent0.25	FiveTools_Intersect	20
percent0.25	FiveTools_Intersect	26
percent0.25	FiveTools_Intersect	33
percent0.25	FiveTools_Intersect	40
percent0.25	FiveTools_Intersect	24
percent0.25	FiveTools_Intersect	33
percent0.25	FiveTools_Intersect	38
percent0.25	FiveTools_Intersect	35
percent0.25	FiveTools_Intersect	26
percent0.25	FiveTools_Intersect	45
percent0.25	FiveTools_Intersect	27
percent0.25	FiveTools_Intersect	36
percent0.25	FiveTools_Intersect	28
percent0.25	FiveTools_Intersect	31
percent0.25	FiveTools_Intersect	30
percent0.25	FiveTools_Intersect	30
percent0.25	FiveTools_Intersect	36
percent0.25	FiveTools_Intersect	29
percent0.25	FiveTools_Intersect	34
percent0.25	FiveTools_Intersect	39
percent0.25	FiveTools_Intersect	31
percent0.25	FiveTools_Intersect	27
percent0.25	FiveTools_Intersect	36
percent0.25	FiveTools_Intersect	36
percent0.25	FiveTools_Intersect	28
percent0.25	FiveTools_Intersect	27
percent0.25	FiveTools_Intersect	30
percent0.25	FiveTools_Intersect	40
percent0.25	FiveTools_Intersect	32
percent0.25	FiveTools_Intersect	31
percent0.25	FiveTools_Intersect	31
percent0.25	FiveTools_Intersect	34
percent0.25	FiveTools_Intersect	25
percent0.25	FiveTools_Intersect	26
percent0.50	FiveTools_Intersect	61
percent0.50	FiveTools_Intersect	59
percent0.50	FiveTools_Intersect	55
percent0.50	FiveTools_Intersect	60
percent0.50	FiveTools_Intersect	70
percent0.50	FiveTools_Intersect	63
percent0.50	FiveTools_Intersect	58
percent0.50	FiveTools_Intersect	58
percent0.50	FiveTools_Intersect	53
percent0.50	FiveTools_Intersect	66
percent0.50	FiveTools_Intersect	65
percent0.50	FiveTools_Intersect	66
percent0.50	FiveTools_Intersect	54
percent0.50	FiveTools_Intersect	71
percent0.50	FiveTools_Intersect	59
percent0.50	FiveTools_Intersect	69
percent0.50	FiveTools_Intersect	55
percent0.50	FiveTools_Intersect	66
percent0.50	FiveTools_Intersect	79
percent0.50	FiveTools_Intersect	66
percent0.50	FiveTools_Intersect	64
percent0.50	FiveTools_Intersect	57
percent0.50	FiveTools_Intersect	55
percent0.50	FiveTools_Intersect	69
percent0.50	FiveTools_Intersect	63
percent0.50	FiveTools_Intersect	56
percent0.50	FiveTools_Intersect	58
percent0.50	FiveTools_Intersect	59
percent0.50	FiveTools_Intersect	72
percent0.50	FiveTools_Intersect	56
percent0.50	FiveTools_Intersect	69
percent0.50	FiveTools_Intersect	57
percent0.50	FiveTools_Intersect	71
percent0.50	FiveTools_Intersect	60
percent0.50	FiveTools_Intersect	65
percent0.50	FiveTools_Intersect	63
percent0.50	FiveTools_Intersect	63
percent0.50	FiveTools_Intersect	67
percent0.50	FiveTools_Intersect	59
percent0.50	FiveTools_Intersect	55
percent0.50	FiveTools_Intersect	71
percent0.50	FiveTools_Intersect	63
percent0.50	FiveTools_Intersect	73
percent0.50	FiveTools_Intersect	64
percent0.50	FiveTools_Intersect	55
percent0.50	FiveTools_Intersect	65
percent0.50	FiveTools_Intersect	59
percent0.50	FiveTools_Intersect	67
percent0.50	FiveTools_Intersect	57
percent0.50	FiveTools_Intersect	57
percent0.50	FiveTools_Intersect	57
percent0.50	FiveTools_Intersect	69
percent0.50	FiveTools_Intersect	66
percent0.50	FiveTools_Intersect	58
percent0.50	FiveTools_Intersect	52
percent0.50	FiveTools_Intersect	63
percent0.50	FiveTools_Intersect	60
percent0.50	FiveTools_Intersect	54
percent0.50	FiveTools_Intersect	61
percent0.50	FiveTools_Intersect	62
percent0.50	FiveTools_Intersect	59
percent0.50	FiveTools_Intersect	60
percent0.50	FiveTools_Intersect	65
percent0.50	FiveTools_Intersect	75
percent0.50	FiveTools_Intersect	65
percent0.50	FiveTools_Intersect	62
percent0.50	FiveTools_Intersect	54
percent0.50	FiveTools_Intersect	51
percent0.50	FiveTools_Intersect	63
percent0.50	FiveTools_Intersect	77
percent0.50	FiveTools_Intersect	50
percent0.50	FiveTools_Intersect	71
percent0.50	FiveTools_Intersect	74
percent0.50	FiveTools_Intersect	65
percent0.50	FiveTools_Intersect	52
percent0.50	FiveTools_Intersect	81
percent0.50	FiveTools_Intersect	65
percent0.50	FiveTools_Intersect	67
percent0.50	FiveTools_Intersect	53
percent0.50	FiveTools_Intersect	61
percent0.50	FiveTools_Intersect	63
percent0.50	FiveTools_Intersect	58
percent0.50	FiveTools_Intersect	64
percent0.50	FiveTools_Intersect	61
percent0.50	FiveTools_Intersect	65
percent0.50	FiveTools_Intersect	62
percent0.50	FiveTools_Intersect	63
percent0.50	FiveTools_Intersect	54
percent0.50	FiveTools_Intersect	61
percent0.50	FiveTools_Intersect	65
percent0.50	FiveTools_Intersect	57
percent0.50	FiveTools_Intersect	54
percent0.50	FiveTools_Intersect	51
percent0.50	FiveTools_Intersect	61
percent0.50	FiveTools_Intersect	62
percent0.50	FiveTools_Intersect	53
percent0.50	FiveTools_Intersect	67
percent0.50	FiveTools_Intersect	63
percent0.50	FiveTools_Intersect	50
percent0.50	FiveTools_Intersect	55
percent1	FiveTools_Intersect	131
percent1	FiveTools_Intersect	131
percent1	FiveTools_Intersect	131
percent1	FiveTools_Intersect	115
percent1	FiveTools_Intersect	129
percent1	FiveTools_Intersect	134
percent1	FiveTools_Intersect	129
percent1	FiveTools_Intersect	124
percent1	FiveTools_Intersect	116
percent1	FiveTools_Intersect	125
percent1	FiveTools_Intersect	122
percent1	FiveTools_Intersect	134
percent1	FiveTools_Intersect	122
percent1	FiveTools_Intersect	137
percent1	FiveTools_Intersect	140
percent1	FiveTools_Intersect	127
percent1	FiveTools_Intersect	117
percent1	FiveTools_Intersect	131
percent1	FiveTools_Intersect	136
percent1	FiveTools_Intersect	139
percent1	FiveTools_Intersect	121
percent1	FiveTools_Intersect	125
percent1	FiveTools_Intersect	119
percent1	FiveTools_Intersect	128
percent1	FiveTools_Intersect	118
percent1	FiveTools_Intersect	114
percent1	FiveTools_Intersect	126
percent1	FiveTools_Intersect	122
percent1	FiveTools_Intersect	129
percent1	FiveTools_Intersect	132
percent1	FiveTools_Intersect	130
percent1	FiveTools_Intersect	125
percent1	FiveTools_Intersect	130
percent1	FiveTools_Intersect	119
percent1	FiveTools_Intersect	131
percent1	FiveTools_Intersect	130
percent1	FiveTools_Intersect	131
percent1	FiveTools_Intersect	140
percent1	FiveTools_Intersect	123
percent1	FiveTools_Intersect	127
percent1	FiveTools_Intersect	137
percent1	FiveTools_Intersect	137
percent1	FiveTools_Intersect	143
percent1	FiveTools_Intersect	119
percent1	FiveTools_Intersect	107
percent1	FiveTools_Intersect	122
percent1	FiveTools_Intersect	115
percent1	FiveTools_Intersect	118
percent1	FiveTools_Intersect	116
percent1	FiveTools_Intersect	120
percent1	FiveTools_Intersect	125
percent1	FiveTools_Intersect	131
percent1	FiveTools_Intersect	124
percent1	FiveTools_Intersect	126
percent1	FiveTools_Intersect	118
percent1	FiveTools_Intersect	133
percent1	FiveTools_Intersect	120
percent1	FiveTools_Intersect	115
percent1	FiveTools_Intersect	111
percent1	FiveTools_Intersect	121
percent1	FiveTools_Intersect	124
percent1	FiveTools_Intersect	118
percent1	FiveTools_Intersect	125
percent1	FiveTools_Intersect	132
percent1	FiveTools_Intersect	120
percent1	FiveTools_Intersect	130
percent1	FiveTools_Intersect	112
percent1	FiveTools_Intersect	115
percent1	FiveTools_Intersect	121
percent1	FiveTools_Intersect	132
percent1	FiveTools_Intersect	113
percent1	FiveTools_Intersect	131
percent1	FiveTools_Intersect	143
percent1	FiveTools_Intersect	123
percent1	FiveTools_Intersect	123
percent1	FiveTools_Intersect	146
percent1	FiveTools_Intersect	145
percent1	FiveTools_Intersect	133
percent1	FiveTools_Intersect	105
percent1	FiveTools_Intersect	126
percent1	FiveTools_Intersect	132
percent1	FiveTools_Intersect	120
percent1	FiveTools_Intersect	128
percent1	FiveTools_Intersect	135
percent1	FiveTools_Intersect	118
percent1	FiveTools_Intersect	129
percent1	FiveTools_Intersect	120
percent1	FiveTools_Intersect	124
percent1	FiveTools_Intersect	130
percent1	FiveTools_Intersect	118
percent1	FiveTools_Intersect	123
percent1	FiveTools_Intersect	118
percent1	FiveTools_Intersect	120
percent1	FiveTools_Intersect	123
percent1	FiveTools_Intersect	117
percent1	FiveTools_Intersect	109
percent1	FiveTools_Intersect	135
percent1	FiveTools_Intersect	130
percent1	FiveTools_Intersect	117
percent1	FiveTools_Intersect	122
percent0.05	EdgeR	8
percent0.05	EdgeR	7
percent0.05	EdgeR	6
percent0.05	EdgeR	3
percent0.05	EdgeR	6
percent0.05	EdgeR	6
percent0.05	EdgeR	7
percent0.05	EdgeR	12
percent0.05	EdgeR	3
percent0.05	EdgeR	7
percent0.05	EdgeR	8
percent0.05	EdgeR	8
percent0.05	EdgeR	10
percent0.05	EdgeR	5
percent0.05	EdgeR	7
percent0.05	EdgeR	6
percent0.05	EdgeR	8
percent0.05	EdgeR	7
percent0.05	EdgeR	4
percent0.05	EdgeR	6
percent0.05	EdgeR	10
percent0.05	EdgeR	6
percent0.05	EdgeR	5
percent0.05	EdgeR	7
percent0.05	EdgeR	3
percent0.05	EdgeR	7
percent0.05	EdgeR	7
percent0.05	EdgeR	7
percent0.05	EdgeR	9
percent0.05	EdgeR	6
percent0.05	EdgeR	6
percent0.05	EdgeR	3
percent0.05	EdgeR	7
percent0.05	EdgeR	7
percent0.05	EdgeR	4
percent0.05	EdgeR	7
percent0.05	EdgeR	3
percent0.05	EdgeR	5
percent0.05	EdgeR	4
percent0.05	EdgeR	5
percent0.05	EdgeR	7
percent0.05	EdgeR	4
percent0.05	EdgeR	9
percent0.05	EdgeR	5
percent0.05	EdgeR	5
percent0.05	EdgeR	4
percent0.05	EdgeR	9
percent0.05	EdgeR	6
percent0.05	EdgeR	8
percent0.05	EdgeR	8
percent0.05	EdgeR	6
percent0.05	EdgeR	8
percent0.05	EdgeR	7
percent0.05	EdgeR	6
percent0.05	EdgeR	5
percent0.05	EdgeR	10
percent0.05	EdgeR	6
percent0.05	EdgeR	6
percent0.05	EdgeR	5
percent0.05	EdgeR	8
percent0.05	EdgeR	7
percent0.05	EdgeR	4
percent0.05	EdgeR	8
percent0.05	EdgeR	8
percent0.05	EdgeR	9
percent0.05	EdgeR	9
percent0.05	EdgeR	7
percent0.05	EdgeR	7
percent0.05	EdgeR	6
percent0.05	EdgeR	5
percent0.05	EdgeR	7
percent0.05	EdgeR	12
percent0.05	EdgeR	5
percent0.05	EdgeR	4
percent0.05	EdgeR	7
percent0.05	EdgeR	7
percent0.05	EdgeR	5
percent0.05	EdgeR	9
percent0.05	EdgeR	7
percent0.05	EdgeR	6
percent0.05	EdgeR	6
percent0.05	EdgeR	4
percent0.05	EdgeR	5
percent0.05	EdgeR	8
percent0.05	EdgeR	6
percent0.05	EdgeR	5
percent0.05	EdgeR	7
percent0.05	EdgeR	5
percent0.05	EdgeR	6
percent0.05	EdgeR	9
percent0.05	EdgeR	5
percent0.05	EdgeR	6
percent0.05	EdgeR	5
percent0.05	EdgeR	12
percent0.05	EdgeR	8
percent0.05	EdgeR	9
percent0.05	EdgeR	4
percent0.05	EdgeR	5
percent0.05	EdgeR	4
percent0.05	EdgeR	5
percent0.10	EdgeR	16
percent0.10	EdgeR	12
percent0.10	EdgeR	13
percent0.10	EdgeR	14
percent0.10	EdgeR	13
percent0.10	EdgeR	10
percent0.10	EdgeR	14
percent0.10	EdgeR	23
percent0.10	EdgeR	10
percent0.10	EdgeR	12
percent0.10	EdgeR	12
percent0.10	EdgeR	11
percent0.10	EdgeR	16
percent0.10	EdgeR	17
percent0.10	EdgeR	9
percent0.10	EdgeR	12
percent0.10	EdgeR	15
percent0.10	EdgeR	12
percent0.10	EdgeR	13
percent0.10	EdgeR	9
percent0.10	EdgeR	14
percent0.10	EdgeR	12
percent0.10	EdgeR	14
percent0.10	EdgeR	15
percent0.10	EdgeR	12
percent0.10	EdgeR	20
percent0.10	EdgeR	16
percent0.10	EdgeR	12
percent0.10	EdgeR	20
percent0.10	EdgeR	15
percent0.10	EdgeR	8
percent0.10	EdgeR	13
percent0.10	EdgeR	16
percent0.10	EdgeR	14
percent0.10	EdgeR	13
percent0.10	EdgeR	12
percent0.10	EdgeR	12
percent0.10	EdgeR	13
percent0.10	EdgeR	12
percent0.10	EdgeR	13
percent0.10	EdgeR	13
percent0.10	EdgeR	13
percent0.10	EdgeR	19
percent0.10	EdgeR	8
percent0.10	EdgeR	10
percent0.10	EdgeR	12
percent0.10	EdgeR	18
percent0.10	EdgeR	15
percent0.10	EdgeR	16
percent0.10	EdgeR	14
percent0.10	EdgeR	11
percent0.10	EdgeR	10
percent0.10	EdgeR	11
percent0.10	EdgeR	11
percent0.10	EdgeR	14
percent0.10	EdgeR	14
percent0.10	EdgeR	10
percent0.10	EdgeR	13
percent0.10	EdgeR	15
percent0.10	EdgeR	16
percent0.10	EdgeR	12
percent0.10	EdgeR	10
percent0.10	EdgeR	14
percent0.10	EdgeR	13
percent0.10	EdgeR	14
percent0.10	EdgeR	15
percent0.10	EdgeR	13
percent0.10	EdgeR	16
percent0.10	EdgeR	12
percent0.10	EdgeR	9
percent0.10	EdgeR	15
percent0.10	EdgeR	23
percent0.10	EdgeR	10
percent0.10	EdgeR	9
percent0.10	EdgeR	16
percent0.10	EdgeR	15
percent0.10	EdgeR	9
percent0.10	EdgeR	19
percent0.10	EdgeR	13
percent0.10	EdgeR	15
percent0.10	EdgeR	13
percent0.10	EdgeR	10
percent0.10	EdgeR	9
percent0.10	EdgeR	15
percent0.10	EdgeR	12
percent0.10	EdgeR	10
percent0.10	EdgeR	16
percent0.10	EdgeR	11
percent0.10	EdgeR	12
percent0.10	EdgeR	12
percent0.10	EdgeR	13
percent0.10	EdgeR	12
percent0.10	EdgeR	9
percent0.10	EdgeR	19
percent0.10	EdgeR	11
percent0.10	EdgeR	14
percent0.10	EdgeR	8
percent0.10	EdgeR	14
percent0.10	EdgeR	11
percent0.10	EdgeR	14
percent0.15	EdgeR	22
percent0.15	EdgeR	16
percent0.15	EdgeR	17
percent0.15	EdgeR	19
percent0.15	EdgeR	19
percent0.15	EdgeR	14
percent0.15	EdgeR	18
percent0.15	EdgeR	26
percent0.15	EdgeR	17
percent0.15	EdgeR	17
percent0.15	EdgeR	14
percent0.15	EdgeR	19
percent0.15	EdgeR	27
percent0.15	EdgeR	24
percent0.15	EdgeR	16
percent0.15	EdgeR	22
percent0.15	EdgeR	24
percent0.15	EdgeR	18
percent0.15	EdgeR	16
percent0.15	EdgeR	12
percent0.15	EdgeR	17
percent0.15	EdgeR	15
percent0.15	EdgeR	21
percent0.15	EdgeR	17
percent0.15	EdgeR	18
percent0.15	EdgeR	28
percent0.15	EdgeR	24
percent0.15	EdgeR	18
percent0.15	EdgeR	23
percent0.15	EdgeR	27
percent0.15	EdgeR	14
percent0.15	EdgeR	18
percent0.15	EdgeR	19
percent0.15	EdgeR	19
percent0.15	EdgeR	23
percent0.15	EdgeR	18
percent0.15	EdgeR	19
percent0.15	EdgeR	20
percent0.15	EdgeR	22
percent0.15	EdgeR	19
percent0.15	EdgeR	20
percent0.15	EdgeR	20
percent0.15	EdgeR	24
percent0.15	EdgeR	15
percent0.15	EdgeR	15
percent0.15	EdgeR	22
percent0.15	EdgeR	21
percent0.15	EdgeR	22
percent0.15	EdgeR	24
percent0.15	EdgeR	20
percent0.15	EdgeR	19
percent0.15	EdgeR	17
percent0.15	EdgeR	23
percent0.15	EdgeR	17
percent0.15	EdgeR	21
percent0.15	EdgeR	19
percent0.15	EdgeR	13
percent0.15	EdgeR	20
percent0.15	EdgeR	19
percent0.15	EdgeR	22
percent0.15	EdgeR	20
percent0.15	EdgeR	14
percent0.15	EdgeR	19
percent0.15	EdgeR	19
percent0.15	EdgeR	19
percent0.15	EdgeR	21
percent0.15	EdgeR	22
percent0.15	EdgeR	26
percent0.15	EdgeR	20
percent0.15	EdgeR	13
percent0.15	EdgeR	21
percent0.15	EdgeR	28
percent0.15	EdgeR	14
percent0.15	EdgeR	20
percent0.15	EdgeR	23
percent0.15	EdgeR	25
percent0.15	EdgeR	14
percent0.15	EdgeR	30
percent0.15	EdgeR	15
percent0.15	EdgeR	19
percent0.15	EdgeR	19
percent0.15	EdgeR	19
percent0.15	EdgeR	17
percent0.15	EdgeR	23
percent0.15	EdgeR	17
percent0.15	EdgeR	19
percent0.15	EdgeR	25
percent0.15	EdgeR	19
percent0.15	EdgeR	16
percent0.15	EdgeR	21
percent0.15	EdgeR	15
percent0.15	EdgeR	17
percent0.15	EdgeR	16
percent0.15	EdgeR	24
percent0.15	EdgeR	18
percent0.15	EdgeR	18
percent0.15	EdgeR	18
percent0.15	EdgeR	19
percent0.15	EdgeR	16
percent0.15	EdgeR	17
percent0.25	EdgeR	37
percent0.25	EdgeR	31
percent0.25	EdgeR	31
percent0.25	EdgeR	33
percent0.25	EdgeR	33
percent0.25	EdgeR	20
percent0.25	EdgeR	36
percent0.25	EdgeR	37
percent0.25	EdgeR	26
percent0.25	EdgeR	25
percent0.25	EdgeR	32
percent0.25	EdgeR	30
percent0.25	EdgeR	42
percent0.25	EdgeR	40
percent0.25	EdgeR	30
percent0.25	EdgeR	29
percent0.25	EdgeR	37
percent0.25	EdgeR	26
percent0.25	EdgeR	31
percent0.25	EdgeR	22
percent0.25	EdgeR	36
percent0.25	EdgeR	29
percent0.25	EdgeR	35
percent0.25	EdgeR	33
percent0.25	EdgeR	31
percent0.25	EdgeR	37
percent0.25	EdgeR	32
percent0.25	EdgeR	30
percent0.25	EdgeR	33
percent0.25	EdgeR	39
percent0.25	EdgeR	23
percent0.25	EdgeR	30
percent0.25	EdgeR	32
percent0.25	EdgeR	31
percent0.25	EdgeR	38
percent0.25	EdgeR	25
percent0.25	EdgeR	33
percent0.25	EdgeR	34
percent0.25	EdgeR	35
percent0.25	EdgeR	30
percent0.25	EdgeR	32
percent0.25	EdgeR	35
percent0.25	EdgeR	39
percent0.25	EdgeR	29
percent0.25	EdgeR	28
percent0.25	EdgeR	36
percent0.25	EdgeR	30
percent0.25	EdgeR	48
percent0.25	EdgeR	36
percent0.25	EdgeR	27
percent0.25	EdgeR	32
percent0.25	EdgeR	28
percent0.25	EdgeR	29
percent0.25	EdgeR	23
percent0.25	EdgeR	32
percent0.25	EdgeR	33
percent0.25	EdgeR	29
percent0.25	EdgeR	32
percent0.25	EdgeR	28
percent0.25	EdgeR	30
percent0.25	EdgeR	31
percent0.25	EdgeR	36
percent0.25	EdgeR	31
percent0.25	EdgeR	28
percent0.25	EdgeR	34
percent0.25	EdgeR	32
percent0.25	EdgeR	37
percent0.25	EdgeR	39
percent0.25	EdgeR	27
percent0.25	EdgeR	26
percent0.25	EdgeR	33
percent0.25	EdgeR	40
percent0.25	EdgeR	24
percent0.25	EdgeR	34
percent0.25	EdgeR	39
percent0.25	EdgeR	36
percent0.25	EdgeR	26
percent0.25	EdgeR	47
percent0.25	EdgeR	27
percent0.25	EdgeR	28
percent0.25	EdgeR	32
percent0.25	EdgeR	30
percent0.25	EdgeR	30
percent0.25	EdgeR	38
percent0.25	EdgeR	29
percent0.25	EdgeR	36
percent0.25	EdgeR	40
percent0.25	EdgeR	31
percent0.25	EdgeR	27
percent0.25	EdgeR	37
percent0.25	EdgeR	28
percent0.25	EdgeR	27
percent0.25	EdgeR	31
percent0.25	EdgeR	40
percent0.25	EdgeR	33
percent0.25	EdgeR	32
percent0.25	EdgeR	33
percent0.25	EdgeR	34
percent0.25	EdgeR	25
percent0.25	EdgeR	25
percent0.50	EdgeR	66
percent0.50	EdgeR	58
percent0.50	EdgeR	62
percent0.50	EdgeR	57
percent0.50	EdgeR	63
percent0.50	EdgeR	54
percent0.50	EdgeR	68
percent0.50	EdgeR	62
percent0.50	EdgeR	55
percent0.50	EdgeR	62
percent0.50	EdgeR	56
percent0.50	EdgeR	62
percent0.50	EdgeR	72
percent0.50	EdgeR	73
percent0.50	EdgeR	59
percent0.50	EdgeR	60
percent0.50	EdgeR	68
percent0.50	EdgeR	68
percent0.50	EdgeR	70
percent0.50	EdgeR	56
percent0.50	EdgeR	77
percent0.50	EdgeR	59
percent0.50	EdgeR	69
percent0.50	EdgeR	55
percent0.50	EdgeR	67
percent0.50	EdgeR	83
percent0.50	EdgeR	71
percent0.50	EdgeR	90
percent0.50	EdgeR	57
percent0.50	EdgeR	71
percent0.50	EdgeR	63
percent0.50	EdgeR	58
percent0.50	EdgeR	60
percent0.50	EdgeR	59
percent0.50	EdgeR	74
percent0.50	EdgeR	57
percent0.50	EdgeR	72
percent0.50	EdgeR	60
percent0.50	EdgeR	79
percent0.50	EdgeR	68
percent0.50	EdgeR	66
percent0.50	EdgeR	64
percent0.50	EdgeR	68
percent0.50	EdgeR	64
percent0.50	EdgeR	55
percent0.50	EdgeR	73
percent0.50	EdgeR	65
percent0.50	EdgeR	134
percent0.50	EdgeR	68
percent0.50	EdgeR	66
percent0.50	EdgeR	68
percent0.50	EdgeR	87
percent0.50	EdgeR	57
percent0.50	EdgeR	57
percent0.50	EdgeR	57
percent0.50	EdgeR	69
percent0.50	EdgeR	68
percent0.50	EdgeR	59
percent0.50	EdgeR	52
percent0.50	EdgeR	61
percent0.50	EdgeR	54
percent0.50	EdgeR	64
percent0.50	EdgeR	63
percent0.50	EdgeR	59
percent0.50	EdgeR	60
percent0.50	EdgeR	68
percent0.50	EdgeR	78
percent0.50	EdgeR	77
percent0.50	EdgeR	65
percent0.50	EdgeR	52
percent0.50	EdgeR	63
percent0.50	EdgeR	83
percent0.50	EdgeR	51
percent0.50	EdgeR	75
percent0.50	EdgeR	75
percent0.50	EdgeR	67
percent0.50	EdgeR	52
percent0.50	EdgeR	96
percent0.50	EdgeR	66
percent0.50	EdgeR	55
percent0.50	EdgeR	62
percent0.50	EdgeR	65
percent0.50	EdgeR	58
percent0.50	EdgeR	64
percent0.50	EdgeR	61
percent0.50	EdgeR	67
percent0.50	EdgeR	65
percent0.50	EdgeR	63
percent0.50	EdgeR	57
percent0.50	EdgeR	88
percent0.50	EdgeR	58
percent0.50	EdgeR	55
percent0.50	EdgeR	52
percent0.50	EdgeR	73
percent0.50	EdgeR	65
percent0.50	EdgeR	54
percent0.50	EdgeR	71
percent0.50	EdgeR	63
percent0.50	EdgeR	52
percent0.50	EdgeR	65
percent1	EdgeR	175
percent1	EdgeR	157
percent1	EdgeR	119
percent1	EdgeR	153
percent1	EdgeR	183
percent1	EdgeR	229
percent1	EdgeR	166
percent1	EdgeR	268
percent1	EdgeR	134
percent1	EdgeR	178
percent1	EdgeR	185
percent1	EdgeR	115
percent1	EdgeR	158
percent1	EdgeR	185
percent1	EdgeR	195
percent1	EdgeR	168
percent1	EdgeR	260
percent1	EdgeR	130
percent1	EdgeR	186
percent1	EdgeR	159
percent1	EdgeR	139
percent1	EdgeR	156
percent1	EdgeR	177
percent1	EdgeR	148
percent1	EdgeR	301
percent1	EdgeR	231
percent1	EdgeR	156
percent1	EdgeR	201
percent1	EdgeR	194
percent1	EdgeR	284
percent1	EdgeR	118
percent1	EdgeR	114
percent1	EdgeR	154
percent1	EdgeR	123
percent1	EdgeR	215
percent1	EdgeR	175
percent1	EdgeR	304
percent1	EdgeR	168
percent1	EdgeR	193
percent1	EdgeR	221
percent1	EdgeR	154
